order_line,order_id,order_date,ship_date,ship_mode,customer_id,product_id,sales,quantity,discount,profit
7480,Ca-New-2014-167199,1/6/2014,1/10/2014,Standard Class,ME-17320,OFF-FA-10001883,31.12,4,0,0.3112
7481,Ca-New-2014-167199,1/6/2014,1/10/2014,Standard Class,ME-17320,OFF-PA-10000955,6.54,1,0,3.0084
7483,Ca-New-2014-113964,9/23/2014,9/30/2014,Standard Class,JP-16135,OFF-BI-10004654,18.464,4,0.2,6.924
7484,Ca-New-2014-129938,12/15/2014,12/17/2014,Second Class,EB-13705,FUR-CH-10003774,445.802,7,0.3,-108.2662
7507,Ca-New-2014-115889,11/2/2014,11/6/2014,Standard Class,SH-20395,TEC-PH-10001615,46.384,2,0.2,5.2182
7508,Ca-New-2014-115889,11/2/2014,11/6/2014,Standard Class,SH-20395,OFF-ST-10003208,362.92,2,0,105.2468
7525,Ca-New-2014-125731,9/10/2014,9/16/2014,Standard Class,CL-12565,OFF-EN-10003072,21.728,7,0.2,7.6048
7526,Ca-New-2014-125731,9/10/2014,9/16/2014,Standard Class,CL-12565,FUR-CH-10003973,1487.04,5,0.2,148.704
7546,Ca-New-2014-103492,10/10/2014,10/15/2014,Standard Class,CM-12715,TEC-PH-10001128,719.952,6,0.2,71.9952
7547,Ca-New-2014-103492,10/10/2014,10/15/2014,Standard Class,CM-12715,TEC-PH-10004667,755.944,7,0.2,66.1451
7548,Ca-New-2014-103492,10/10/2014,10/15/2014,Standard Class,CM-12715,OFF-BI-10004817,11.98,5,0.8,-19.168
7549,Ca-New-2014-103492,10/10/2014,10/15/2014,Standard Class,CM-12715,OFF-BI-10004140,0.898,1,0.8,-1.5715
7551,Ca-New-2014-140396,11/20/2014,11/25/2014,Standard Class,KH-16330,OFF-EN-10002592,34.74,3,0,17.37
7552,Ca-New-2014-140396,11/20/2014,11/25/2014,Standard Class,KH-16330,TEC-PH-10004447,833.94,6,0,216.8244
7553,Ca-New-2014-140396,11/20/2014,11/25/2014,Standard Class,KH-16330,OFF-BI-10003669,12.96,3,0.2,4.536
7554,Ca-New-2014-140396,11/20/2014,11/25/2014,Standard Class,KH-16330,OFF-PA-10000223,25.92,4,0,12.4416
7555,Ca-New-2014-114181,5/10/2014,5/14/2014,Second Class,AF-10885,FUR-BO-10004467,349.965,7,0.5,-216.9783
7556,Ca-New-2014-114181,5/10/2014,5/14/2014,Second Class,AF-10885,OFF-AR-10000716,22.32,5,0.2,5.301
7559,US-2014-137155,11/1/2014,11/5/2014,Standard Class,DL-12925,OFF-AP-10002518,533.94,3,0,154.8426
7560,US-2014-137155,11/1/2014,11/5/2014,Standard Class,DL-12925,OFF-PA-10000806,167.94,3,0,82.2906
7561,US-2014-137155,11/1/2014,11/5/2014,Standard Class,DL-12925,FUR-FU-10003142,31.68,6,0,9.8208
7569,Ca-New-2014-133830,12/5/2014,12/10/2014,Standard Class,RL-19615,OFF-AR-10003045,26.46,9,0,11.907
7570,Ca-New-2014-133830,12/5/2014,12/10/2014,Standard Class,RL-19615,OFF-PA-10001363,49.12,4,0,23.0864
7571,Ca-New-2014-133830,12/5/2014,12/10/2014,Standard Class,RL-19615,OFF-FA-10002280,15,3,0,7.2
7572,Ca-New-2014-100916,10/21/2014,10/26/2014,Standard Class,FH-14275,OFF-ST-10003479,194.7,5,0,9.735
7573,Ca-New-2014-100916,10/21/2014,10/26/2014,Standard Class,FH-14275,FUR-TA-10004607,591.32,4,0,112.3508
7574,Ca-New-2014-100916,10/21/2014,10/26/2014,Standard Class,FH-14275,OFF-AR-10001022,2.84,1,0,0.8804
7577,Ca-New-2014-134726,11/2/2014,11/7/2014,Second Class,SW-20755,TEC-AC-10000023,41.94,2,0,15.0984
7578,Ca-New-2014-134726,11/2/2014,11/7/2014,Second Class,SW-20755,TEC-PH-10001750,52.792,1,0.2,4.6193
7584,Ca-New-2014-163223,3/21/2014,3/25/2014,Standard Class,KH-16690,TEC-PH-10000730,3499.93,7,0,909.9818
7585,Ca-New-2014-163223,3/21/2014,3/25/2014,Standard Class,KH-16690,OFF-LA-10004409,14.4,5,0,6.624
7586,Ca-New-2014-163223,3/21/2014,3/25/2014,Standard Class,KH-16690,OFF-PA-10000675,122.97,3,0,60.2553
7587,Ca-New-2014-163223,3/21/2014,3/25/2014,Standard Class,KH-16690,OFF-AR-10001573,9.32,4,0,2.7028
7588,Ca-New-2014-163223,3/21/2014,3/25/2014,Standard Class,KH-16690,OFF-BI-10001597,122.94,3,0,59.0112
7598,Ca-New-2014-131947,9/17/2014,9/22/2014,Standard Class,JA-15970,OFF-AR-10001473,5.248,2,0.2,0.4592
7599,Ca-New-2014-131947,9/17/2014,9/22/2014,Standard Class,JA-15970,OFF-AR-10000411,38.256,3,0.2,4.782
7600,Ca-New-2014-131947,9/17/2014,9/22/2014,Standard Class,JA-15970,OFF-PA-10000246,40.24,5,0.2,13.078
7601,Ca-New-2014-131947,9/17/2014,9/22/2014,Standard Class,JA-15970,TEC-MA-10004086,29.925,5,0.7,-21.945
7602,Ca-New-2014-131947,9/17/2014,9/22/2014,Standard Class,JA-15970,OFF-PA-10003039,148.704,6,0.2,46.47
7603,Ca-New-2014-131947,9/17/2014,9/22/2014,Standard Class,JA-15970,TEC-AC-10004633,55.92,10,0.2,16.776
7611,Ca-New-2014-133354,2/22/2014,2/24/2014,First Class,SA-20830,OFF-PA-10001800,19.44,3,0,9.3312
7616,Ca-New-2014-148425,11/30/2014,12/4/2014,Standard Class,RF-19345,OFF-BI-10000201,6.642,9,0.7,-4.428
7621,US-2014-144078,11/25/2014,11/29/2014,Standard Class,RB-19435,TEC-PH-10001580,539.92,5,0.2,47.243
7622,US-2014-144078,11/25/2014,11/29/2014,Standard Class,RB-19435,FUR-CH-10002335,725.344,4,0.2,54.4008
7623,US-2014-144078,11/25/2014,11/29/2014,Standard Class,RB-19435,OFF-AR-10004707,7.44,3,0,2.604
7624,Ca-New-2014-124464,7/14/2014,7/20/2014,Standard Class,SS-20515,OFF-AP-10000576,39.48,1,0,11.0544
7630,Ca-New-2014-162089,3/30/2014,4/1/2014,First Class,MP-17470,OFF-EN-10002230,335.72,5,0.2,113.3055
7631,Ca-New-2014-162089,3/30/2014,4/1/2014,First Class,MP-17470,TEC-PH-10001819,251.944,7,0.2,88.1804
7632,Ca-New-2014-162089,3/30/2014,4/1/2014,First Class,MP-17470,FUR-CH-10002304,127.302,7,0.3,-9.093
7647,US-2014-115196,9/9/2014,9/13/2014,Standard Class,DL-12925,TEC-MA-10002073,1299.99,2,0.5,-571.9956
7657,US-2014-120740,4/15/2014,4/15/2014,Same Day,PS-18970,OFF-AP-10000240,106.96,2,0,31.0184
7658,US-2014-120740,4/15/2014,4/15/2014,Same Day,PS-18970,FUR-FU-10004091,187.76,4,0,76.9816
7661,Ca-New-2014-105417,1/7/2014,1/12/2014,Standard Class,VS-21820,FUR-FU-10004864,76.728,3,0.6,-53.7096
7662,Ca-New-2014-105417,1/7/2014,1/12/2014,Standard Class,VS-21820,OFF-BI-10003708,10.43,7,0.8,-18.2525
7665,Ca-New-2014-151967,10/22/2014,10/26/2014,Standard Class,NB-18580,FUR-FU-10000193,129.92,4,0,10.3936
7677,Ca-New-2014-142951,10/8/2014,10/8/2014,Same Day,JG-15115,TEC-AC-10002331,23.472,3,0.2,4.9878
7709,Ca-New-2014-139542,10/25/2014,10/29/2014,Standard Class,EH-14185,TEC-AC-10001553,40.776,3,0.2,0.5097
7710,Ca-New-2014-139542,10/25/2014,10/29/2014,Standard Class,EH-14185,OFF-BI-10000309,13.698,3,0.7,-9.5886
7715,Ca-New-2014-150203,12/5/2014,12/7/2014,First Class,JB-15925,OFF-AP-10001469,250.26,6,0,72.5754
7737,Ca-New-2014-105872,5/30/2014,6/6/2014,Standard Class,JG-15160,OFF-BI-10003684,70.368,4,0.2,26.388
7740,Ca-New-2014-154781,11/21/2014,11/26/2014,Standard Class,SC-20680,OFF-PA-10001609,6.58,2,0,3.0268
7741,Ca-New-2014-154781,11/21/2014,11/26/2014,Standard Class,SC-20680,TEC-AC-10000474,94.99,1,0,28.497
7761,Ca-New-2014-155390,12/6/2014,12/11/2014,Standard Class,BG-11035,OFF-PA-10003641,42.208,2,0.2,13.7176
7776,Ca-New-2014-166961,12/27/2014,12/31/2014,Standard Class,CD-12790,OFF-AP-10001366,10.98,1,0,2.9646
7777,Ca-New-2014-166961,12/27/2014,12/31/2014,Standard Class,CD-12790,OFF-FA-10003485,7.86,3,0,3.6156
7778,Ca-New-2014-166961,12/27/2014,12/31/2014,Standard Class,CD-12790,OFF-ST-10004507,51.45,3,0,13.8915
7779,Ca-New-2014-166961,12/27/2014,12/31/2014,Standard Class,CD-12790,OFF-BI-10002353,37.056,3,0.2,13.896
7786,US-2014-111353,11/29/2014,12/6/2014,Standard Class,PB-19150,OFF-LA-10002762,25.06,2,0,11.7782
7802,Ca-New-2014-143637,3/24/2014,3/29/2014,Second Class,MS-17710,FUR-FU-10002813,40.48,2,0,14.5728
7823,US-2014-115413,8/26/2014,9/1/2014,Standard Class,PP-18955,OFF-AR-10003770,8.64,3,0,2.5056
7824,US-2014-115413,8/26/2014,9/1/2014,Standard Class,PP-18955,TEC-AC-10002800,149.97,3,0,52.4895
7825,Ca-New-2014-125150,5/16/2014,5/23/2014,Standard Class,PW-19030,FUR-CH-10002439,232.88,5,0.2,17.466
7840,US-2014-137869,3/28/2014,4/2/2014,Standard Class,CV-12295,OFF-EN-10001509,6.12,3,0,2.8764
7841,US-2014-137869,3/28/2014,4/2/2014,Standard Class,CV-12295,FUR-TA-10003954,1184.72,4,0,106.6248
7843,Ca-New-2014-158470,4/19/2014,4/23/2014,Second Class,AG-10390,OFF-BI-10003638,58.05,3,0,26.703
7844,Ca-New-2014-158470,4/19/2014,4/23/2014,Second Class,AG-10390,OFF-PA-10001569,71.28,11,0,34.2144
7852,Ca-New-2014-169649,12/9/2014,12/15/2014,Standard Class,TS-21205,OFF-PA-10000143,8.448,2,0.2,2.9568
7853,Ca-New-2014-169649,12/9/2014,12/15/2014,Standard Class,TS-21205,OFF-AP-10003287,20.388,2,0.8,-53.0088
7857,Ca-New-2014-103429,5/30/2014,6/1/2014,First Class,LW-16825,OFF-BI-10004233,25.584,2,0.2,8.9544
7858,Ca-New-2014-103429,5/30/2014,6/1/2014,First Class,LW-16825,TEC-PH-10003505,464,5,0,134.56
7859,Ca-New-2014-103429,5/30/2014,6/1/2014,First Class,LW-16825,OFF-AP-10001005,235.95,3,0,77.8635
7860,Ca-New-2014-103429,5/30/2014,6/1/2014,First Class,LW-16825,OFF-PA-10001712,39.96,4,0,17.982
7868,Ca-New-2014-100972,11/19/2014,11/24/2014,Second Class,DB-13360,OFF-PA-10000357,166.44,3,0,79.8912
7948,Ca-New-2014-131009,3/1/2014,3/5/2014,Standard Class,SC-20380,OFF-FA-10004395,18.84,5,0.2,-3.5325
7949,Ca-New-2014-131009,3/1/2014,3/5/2014,Standard Class,SC-20380,FUR-CH-10001270,362.25,6,0.3,0
7950,Ca-New-2014-131009,3/1/2014,3/5/2014,Standard Class,SC-20380,FUR-FU-10001095,63.552,6,0.6,-34.9536
7951,Ca-New-2014-131009,3/1/2014,3/5/2014,Standard Class,SC-20380,OFF-ST-10001469,129.552,3,0.2,-22.6716
7954,Ca-New-2014-138359,4/1/2014,4/6/2014,Standard Class,KH-16330,OFF-ST-10000636,66.96,4,0,2.6784
7955,Ca-New-2014-138359,4/1/2014,4/6/2014,Standard Class,KH-16330,OFF-BI-10000145,6.24,2,0,3.0576
7978,Ca-New-2014-166051,5/31/2014,6/5/2014,Standard Class,JK-15625,TEC-PH-10002680,659.97,3,0,197.991
7979,Ca-New-2014-166051,5/31/2014,6/5/2014,Standard Class,JK-15625,TEC-PH-10002538,113.73,3,0,32.9817
7981,Ca-New-2014-103800,1/3/2014,1/7/2014,Standard Class,DP-13000,OFF-PA-10000174,16.448,2,0.2,5.5512
7982,Ca-New-2014-113383,9/10/2014,9/13/2014,First Class,SF-20065,OFF-AP-10004532,81.92,4,0,22.1184
7983,Ca-New-2014-113383,9/10/2014,9/13/2014,First Class,SF-20065,FUR-FU-10001986,254.9,5,0,76.47
7999,US-2014-148194,5/4/2014,5/7/2014,First Class,BS-11365,FUR-FU-10001852,12.18,7,0,3.8976
8000,US-2014-148194,5/4/2014,5/7/2014,First Class,BS-11365,OFF-AP-10000696,57.68,4,0,19.0344
8004,Ca-New-2014-143210,12/1/2014,12/3/2014,First Class,AA-10645,TEC-PH-10004434,271.9,2,0,78.851
8005,Ca-New-2014-143210,12/1/2014,12/3/2014,First Class,AA-10645,FUR-FU-10003878,45.84,3,0,15.5856
8006,Ca-New-2014-143210,12/1/2014,12/3/2014,First Class,AA-10645,FUR-FU-10002268,9.82,2,0,3.2406
8011,Ca-New-2014-127859,3/17/2014,3/20/2014,Second Class,QJ-19255,OFF-PA-10003641,126.624,6,0.2,41.1528
8017,US-2014-131870,9/9/2014,9/11/2014,First Class,NF-18595,FUR-FU-10002501,60.672,6,0.2,12.8928
8018,US-2014-131870,9/9/2014,9/11/2014,First Class,NF-18595,OFF-AR-10000634,30.816,9,0.2,2.6964
8022,Ca-New-2014-129189,7/21/2014,7/25/2014,Standard Class,HM-14860,OFF-AP-10000124,4.992,3,0.8,-12.9792
8023,Ca-New-2014-129189,7/21/2014,7/25/2014,Standard Class,HM-14860,OFF-EN-10003567,87.92,5,0.2,29.673
8024,Ca-New-2014-129189,7/21/2014,7/25/2014,Standard Class,HM-14860,FUR-CH-10004997,657.93,5,0.3,-93.99
8025,Ca-New-2014-129189,7/21/2014,7/25/2014,Standard Class,HM-14860,OFF-BI-10000494,1.044,1,0.8,-1.827
8050,Ca-New-2014-144974,9/26/2014,9/30/2014,Standard Class,CM-12715,OFF-BI-10003274,5.97,5,0.7,-4.577
8051,Ca-New-2014-144974,9/26/2014,9/30/2014,Standard Class,CM-12715,FUR-FU-10001095,21.184,1,0.2,4.7664
8052,Ca-New-2014-144974,9/26/2014,9/30/2014,Standard Class,CM-12715,OFF-AP-10001492,41.376,6,0.2,3.1032
8053,Ca-New-2014-109904,7/14/2014,7/17/2014,Second Class,BF-10975,OFF-AR-10004999,17.94,3,0,4.485
8091,Ca-New-2014-101392,12/7/2014,12/13/2014,Standard Class,AS-10630,OFF-ST-10000532,269.36,7,0,70.0336
8123,Ca-New-2014-138128,12/9/2014,12/15/2014,Standard Class,FP-14320,OFF-EN-10002500,30.672,3,0.2,9.585
8124,Ca-New-2014-138128,12/9/2014,12/15/2014,Standard Class,FP-14320,TEC-CO-10001766,1079.976,4,0.4,125.9972
8130,Ca-New-2014-127866,7/20/2014,7/23/2014,First Class,JD-15895,TEC-AC-10000023,41.94,2,0,15.0984
8131,Ca-New-2014-127866,7/20/2014,7/23/2014,First Class,JD-15895,OFF-PA-10003971,11.96,2,0,5.8604
8132,Ca-New-2014-127866,7/20/2014,7/23/2014,First Class,JD-15895,OFF-AR-10003481,13.12,4,0,3.8048
8133,Ca-New-2014-127866,7/20/2014,7/23/2014,First Class,JD-15895,OFF-ST-10001490,535.41,3,0,160.623
8138,Ca-New-2014-103219,11/9/2014,11/13/2014,Standard Class,BF-11215,FUR-FU-10004091,56.52,9,0,21.4776
8146,US-2014-112949,6/20/2014,6/27/2014,Standard Class,Co-12640,OFF-AP-10001005,471.9,6,0,155.727
8147,US-2014-112949,6/20/2014,6/27/2014,Standard Class,Co-12640,OFF-AR-10003469,3.52,2,0,1.6896
8150,Ca-New-2014-167997,1/26/2014,1/29/2014,First Class,CA-11965,OFF-BI-10001758,10.68,2,0,5.0196
8151,Ca-New-2014-167997,1/26/2014,1/29/2014,First Class,CA-11965,FUR-BO-10004409,141.96,2,0,39.7488
8173,Ca-New-2014-114125,7/9/2014,7/13/2014,Standard Class,GH-14410,OFF-LA-10004559,2.88,1,0,1.4112
8174,Ca-New-2014-114125,7/9/2014,7/13/2014,Standard Class,GH-14410,OFF-BI-10003291,41.904,6,0.2,14.1426
8175,Ca-New-2014-114125,7/9/2014,7/13/2014,Standard Class,GH-14410,OFF-ST-10001505,23.92,4,0,4.0664
8218,Ca-New-2014-120775,10/3/2014,10/7/2014,Standard Class,RD-19930,OFF-FA-10002676,4.344,3,0.2,0.8688
8219,Ca-New-2014-120775,10/3/2014,10/7/2014,Standard Class,RD-19930,FUR-FU-10000758,31.776,3,0.6,-19.0656
8220,Ca-New-2014-120775,10/3/2014,10/7/2014,Standard Class,RD-19930,OFF-LA-10002271,4.928,2,0.2,1.7248
8221,Ca-New-2014-120775,10/3/2014,10/7/2014,Standard Class,RD-19930,OFF-BI-10002609,1.788,3,0.8,-3.0396
8222,Ca-New-2014-120775,10/3/2014,10/7/2014,Standard Class,RD-19930,OFF-FA-10000254,15.072,4,0.2,-3.768
8223,Ca-New-2014-152905,2/18/2014,2/24/2014,Standard Class,AB-10015,OFF-ST-10000321,12.624,2,0.2,-2.5248
8233,Ca-New-2014-158225,9/22/2014,9/28/2014,Standard Class,SE-20110,OFF-ST-10000675,169.45,5,0,42.3625
8234,Ca-New-2014-158225,9/22/2014,9/28/2014,Standard Class,SE-20110,OFF-ST-10002301,40.68,2,0,0.4068
8242,Ca-New-2014-109855,9/1/2014,9/5/2014,Standard Class,LH-16900,OFF-BI-10004716,23.744,2,0.2,8.3104
8243,Ca-New-2014-109855,9/1/2014,9/5/2014,Standard Class,LH-16900,TEC-AC-10002842,357,3,0,57.12
8244,Ca-New-2014-109897,8/12/2014,8/16/2014,Standard Class,BW-11200,TEC-PH-10003691,806.336,8,0.2,50.396
8245,Ca-New-2014-109897,8/12/2014,8/16/2014,Standard Class,BW-11200,FUR-FU-10002878,85.44,3,0,31.6128
8246,US-2014-143581,8/19/2014,8/23/2014,Standard Class,BS-11365,OFF-ST-10000991,344.91,3,0,10.3473
8267,Ca-New-2014-118304,4/29/2014,5/4/2014,Standard Class,KH-16360,TEC-PH-10000376,19.98,2,0,5.1948
8287,Ca-New-2014-156244,8/12/2014,8/16/2014,Standard Class,DH-13675,OFF-PA-10000295,31.104,6,0.2,10.8864
8288,Ca-New-2014-156244,8/12/2014,8/16/2014,Standard Class,DH-13675,OFF-AR-10004344,47.96,5,0.2,4.1965
8289,Ca-New-2014-156244,8/12/2014,8/16/2014,Standard Class,DH-13675,TEC-AC-10002473,158.928,7,0.2,41.7186
8290,Ca-New-2014-156244,8/12/2014,8/16/2014,Standard Class,DH-13675,OFF-AP-10002403,211.248,6,0.2,15.8436
8291,Ca-New-2014-156244,8/12/2014,8/16/2014,Standard Class,DH-13675,OFF-SU-10000432,5.552,2,0.2,-1.041
8292,Ca-New-2014-156244,8/12/2014,8/16/2014,Standard Class,DH-13675,OFF-LA-10000443,2.952,1,0.2,0.9963
8300,US-2014-103338,3/11/2014,3/15/2014,Standard Class,RB-19435,OFF-AR-10001770,7.98,3,0,2.0748
8304,US-2014-120313,10/31/2014,11/2/2014,Second Class,NL-18310,TEC-PH-10003092,73.584,2,0.2,8.2782
8310,Ca-New-2014-168312,3/1/2014,3/7/2014,Standard Class,GW-14605,OFF-ST-10003692,137.352,3,0.2,8.5845
8311,Ca-New-2014-168312,3/1/2014,3/7/2014,Standard Class,GW-14605,FUR-TA-10001866,376.509,3,0.3,-43.0296
8314,Ca-New-2014-161508,7/12/2014,7/16/2014,Standard Class,PV-18985,FUR-CH-10002126,512.358,3,0.3,-14.6388
8315,Ca-New-2014-161508,7/12/2014,7/16/2014,Standard Class,PV-18985,OFF-FA-10001561,3.488,2,0.2,0.5668
8316,Ca-New-2014-161508,7/12/2014,7/16/2014,Standard Class,PV-18985,OFF-AR-10003158,22.288,7,0.2,3.9004
8317,Ca-New-2014-161508,7/12/2014,7/16/2014,Standard Class,PV-18985,OFF-PA-10001804,16.032,3,0.2,5.6112
8341,Ca-New-2014-161634,11/14/2014,11/20/2014,Standard Class,CC-12220,OFF-PA-10002262,32.4,5,0,15.552
8344,US-2014-155544,3/21/2014,3/25/2014,Standard Class,GM-14440,OFF-LA-10004544,59.2,5,0.2,22.2
8345,US-2014-155544,3/21/2014,3/25/2014,Standard Class,GM-14440,FUR-FU-10001473,32.952,3,0.2,6.5904
8346,US-2014-155544,3/21/2014,3/25/2014,Standard Class,GM-14440,FUR-CH-10000422,218.376,3,0.2,-10.9188
8358,Ca-New-2014-110555,4/11/2014,4/18/2014,Standard Class,MM-18055,OFF-ST-10000876,87.08,7,0,24.3824
8359,Ca-New-2014-110555,4/11/2014,4/18/2014,Standard Class,MM-18055,TEC-PH-10000586,105.584,2,0.2,9.2386
8360,Ca-New-2014-110555,4/11/2014,4/18/2014,Standard Class,MM-18055,TEC-AC-10003399,217.44,6,0,91.3248
8367,Ca-New-2014-109918,9/7/2014,9/12/2014,Second Class,LR-17035,OFF-SU-10004290,27.36,4,0,7.3872
8368,Ca-New-2014-109918,9/7/2014,9/12/2014,Second Class,LR-17035,OFF-PA-10000174,20.56,2,0,9.6632
8369,Ca-New-2014-109918,9/7/2014,9/12/2014,Second Class,LR-17035,OFF-BI-10004308,83.92,5,0.2,31.47
8372,Ca-New-2014-165393,12/27/2014,12/30/2014,First Class,NC-18415,OFF-BI-10001658,4.984,1,0.8,-8.4728
8381,Ca-New-2014-103527,9/9/2014,9/14/2014,Second Class,CC-12220,OFF-PA-10001622,10.896,3,0.2,3.405
8389,Ca-New-2014-139423,11/1/2014,11/5/2014,Standard Class,DG-13300,OFF-AP-10004708,76.12,2,0,22.0748
8397,Ca-New-2014-152254,6/30/2014,6/30/2014,Same Day,BD-11620,OFF-PA-10001144,310.688,7,0.2,108.7408
8398,US-2014-120236,9/3/2014,9/4/2014,First Class,MR-17545,OFF-BI-10004099,7.68,5,0.8,-11.52
8431,US-2014-113124,3/30/2014,4/5/2014,Standard Class,NC-18340,OFF-ST-10001511,129.3,2,0,6.465
8433,US-2014-127635,9/14/2014,9/18/2014,Second Class,SC-20260,OFF-FA-10000053,6.048,4,0.2,-1.3608
8434,US-2014-127635,9/14/2014,9/18/2014,Second Class,SC-20260,OFF-PA-10004610,6.848,2,0.2,2.14
8435,US-2014-127635,9/14/2014,9/18/2014,Second Class,SC-20260,FUR-FU-10000550,9.96,5,0.6,-6.723
8436,US-2014-127635,9/14/2014,9/18/2014,Second Class,SC-20260,OFF-BI-10001721,8.552,2,0.8,-13.6832
8439,Ca-New-2014-108861,5/28/2014,6/1/2014,Standard Class,MM-17260,OFF-BI-10003876,136.96,4,0.2,51.36
8452,Ca-New-2014-131387,4/28/2014,4/30/2014,First Class,AI-10855,TEC-PH-10001459,1679.96,5,0.2,125.997
8459,Ca-New-2014-126200,8/25/2014,8/29/2014,Standard Class,JE-15715,OFF-BI-10002133,25.68,3,0.8,-39.804
8460,Ca-New-2014-126200,8/25/2014,8/29/2014,Standard Class,JE-15715,OFF-BI-10002225,12.384,3,0.8,-19.8144
8461,Ca-New-2014-146500,8/30/2014,9/4/2014,Standard Class,AT-10735,OFF-BI-10002432,25.3,5,0,11.891
8462,Ca-New-2014-146500,8/30/2014,9/4/2014,Standard Class,AT-10735,OFF-ST-10000563,95.94,3,0,9.594
8464,Ca-New-2014-100881,3/28/2014,4/1/2014,Standard Class,DR-12940,TEC-PH-10003273,302.376,3,0.2,22.6782
8481,Ca-New-2014-109890,7/21/2014,7/27/2014,Standard Class,PG-18820,TEC-PH-10004100,35.98,2,0,10.0744
8497,Ca-New-2014-169061,3/5/2014,3/8/2014,Second Class,AB-10150,OFF-AR-10000588,59.52,3,0,15.4752
8498,Ca-New-2014-169061,3/5/2014,3/8/2014,Second Class,AB-10150,TEC-AC-10002001,479.97,3,0,177.5889
8499,Ca-New-2014-169061,3/5/2014,3/8/2014,Second Class,AB-10150,OFF-SU-10000381,18.62,2,0,5.3998
8500,Ca-New-2014-169061,3/5/2014,3/8/2014,Second Class,AB-10150,OFF-BI-10001617,49.632,6,0.2,16.7508
8501,Ca-New-2014-169061,3/5/2014,3/8/2014,Second Class,AB-10150,OFF-PA-10001878,97.82,2,0,45.9754
8504,Ca-New-2014-164903,2/20/2014,2/24/2014,Standard Class,SR-20740,OFF-PA-10003363,12.96,2,0,6.2208
8536,US-2014-163146,5/16/2014,5/20/2014,Standard Class,CC-12475,TEC-AC-10002217,56.4,3,0,3.384
8544,Ca-New-2014-137575,8/6/2014,8/11/2014,Standard Class,TB-21625,TEC-AC-10004571,199.98,2,0,83.9916
8553,Ca-New-2014-140473,5/30/2014,6/3/2014,Standard Class,MC-17425,TEC-CO-10004202,719.976,3,0.2,134.9955
8573,Ca-New-2014-121629,11/28/2014,12/2/2014,Standard Class,BT-11680,TEC-MA-10004679,998.85,5,0.4,-199.77
8575,Ca-New-2014-159849,9/19/2014,9/19/2014,Same Day,JK-15640,OFF-FA-10000053,5.67,3,0,0.1134
8581,Ca-New-2014-130673,5/20/2014,5/22/2014,Second Class,MC-17590,FUR-FU-10003489,10.332,3,0.6,-5.9409
8582,Ca-New-2014-130673,5/20/2014,5/22/2014,Second Class,MC-17590,OFF-PA-10000289,10.368,2,0.2,3.6288
8583,Ca-New-2014-130673,5/20/2014,5/22/2014,Second Class,MC-17590,TEC-AC-10004227,20.784,2,0.2,-3.6372
8584,Ca-New-2014-130673,5/20/2014,5/22/2014,Second Class,MC-17590,OFF-ST-10000636,66.96,5,0.2,-13.392
8585,Ca-New-2014-104808,2/4/2014,2/8/2014,Second Class,MH-17440,OFF-BI-10003676,17.248,2,0.2,6.0368
8596,Ca-New-2014-111934,5/5/2014,5/7/2014,First Class,GD-14590,OFF-BI-10004364,11.88,2,0,5.346
8597,Ca-New-2014-111934,5/5/2014,5/7/2014,First Class,GD-14590,OFF-PA-10000474,35.44,1,0,16.6568
8599,Ca-New-2014-141110,11/26/2014,12/1/2014,Standard Class,LS-17200,OFF-BI-10002012,4.32,3,0.2,1.512
8600,Ca-New-2014-141110,11/26/2014,12/1/2014,Standard Class,LS-17200,OFF-PA-10002586,14.94,3,0,7.0218
8601,Ca-New-2014-141110,11/26/2014,12/1/2014,Standard Class,LS-17200,OFF-AP-10000692,40.54,2,0,11.3512
8602,Ca-New-2014-141110,11/26/2014,12/1/2014,Standard Class,LS-17200,OFF-BI-10001553,7.312,1,0.2,2.5592
8603,US-2014-133949,12/31/2014,12/31/2014,Same Day,JL-15175,TEC-PH-10004908,475.944,7,0.2,59.493
8608,Ca-New-2014-151946,6/4/2014,6/9/2014,Standard Class,BT-11440,FUR-FU-10002878,56.96,2,0,21.0752
8609,Ca-New-2014-151946,6/4/2014,6/9/2014,Standard Class,BT-11440,OFF-AP-10001626,15.56,4,0,4.0456
8610,Ca-New-2014-151946,6/4/2014,6/9/2014,Standard Class,BT-11440,FUR-BO-10003272,353.568,2,0.2,-44.196
8611,Ca-New-2014-151946,6/4/2014,6/9/2014,Standard Class,BT-11440,FUR-FU-10002191,13.96,2,0,6.7008
8636,Ca-New-2014-160094,4/30/2014,5/2/2014,First Class,JM-16195,OFF-AR-10004010,174.95,5,0,45.487
8637,Ca-New-2014-160094,4/30/2014,5/2/2014,First Class,JM-16195,OFF-ST-10000585,826,5,0,214.76
8640,Ca-New-2014-129819,12/13/2014,12/15/2014,Second Class,KC-16675,OFF-BI-10004970,12.39,3,0,5.8233
8651,Ca-New-2014-142769,9/13/2014,9/13/2014,Same Day,RP-19390,OFF-FA-10000840,5.7,5,0,2.679
8652,Ca-New-2014-142769,9/13/2014,9/13/2014,Same Day,RP-19390,FUR-FU-10001918,14.19,3,0,5.5341
8653,Ca-New-2014-142769,9/13/2014,9/13/2014,Same Day,RP-19390,OFF-SU-10001574,7.3,2,0,2.19
8654,Ca-New-2014-142769,9/13/2014,9/13/2014,Same Day,RP-19390,TEC-AC-10001606,199.98,2,0,75.9924
